ResourceID,name_of_consultation,date_logged,consult_type,development_type,application_type,consult_status,condition_type,condition_description,communication_date,communication_type,communication_notes,planning_outcome,audit_outcome,geometry
ecb7146f-b6c4-4cb0-a638-5ca019ad0a8a,Consultation for 21394 Toban Junction,2018-08-23,Post-Application,Road construction,Enquiry,Mitigation,Agree WSI,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,17/04/2019,Mail,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",Approved - with legal agreement,Further Information Required,POINT (-0.109334576524856 51.5288536398014)
d5077ff3-49db-44bb-8f4d-7440de5b5fe2,Consultation for 59866 Dorton Court,2018-07-28,Post-Application,Land restoration,Listed Building Consent,Mitigation,Agree WSI,Sed ante. Vivamus tortor. Duis mattis egestas metus.,01/11/2018,Email,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,Implemented,Leave,POINT (-0.110767228483634 51.5291653727292)
d8a07421-aadf-4ff7-91d2-d0478c7d97bb,Consultation for 1 Porter Center,2019-05-13,Post-Application,Land restoration,Listed Building Consent,Dormant,Building Engagement,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,20/12/2018,Telephone,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,No outcome,Further Information Required,POINT (-0.109783930531404 51.5295313073076)
08edb72a-c7cb-4639-aa6f-749b537dd0d7,Consultation for 2834 Ridgeway Parkway,2018-12-03,Pre-Application,Land restoration,Prior Approval,Dormant,Building Engagement,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",13/04/2019,Telephone,In congue. Etiam justo. Etiam pretium iaculis justo.,No outcome,Information Unavailable,POINT (-0.111073077350159 51.5297763247372)
0eb35f0f-6183-4047-8425-b5cb5ba0e3a7,Consultation for 9557 Northwestern Park,2018-08-05,Condition Application,Mixed Use,Appeal,Pre-decision assessment/evaluation,Agree WSI,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,06/08/2018,Email,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",Approved - with full condition,Extended Deadline,POINT (-0.109627498092386 51.5305771950108)
7c2c4eb2-48e7-4ee8-96e6-1098d0dfa118,Consultation for 1 Hermina Drive,2018-08-07,Post-Application,Land restoration,Enquiry,Post-excavation assessment,Building Engagement,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,28/01/2019,Mail,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,Approved - with full condition,IT Failure,POINT (-0.112741256564055 51.5335923926944)
3c4313a4-56db-47cb-9f54-07bed917a558,Consultation for 36353 Kedzie Center,2019-01-25,Post-Application,Building alteration,Appeal,Pre-decision assessment/evaluation,Agree WSI,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,20/02/2019,Mail,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,Implemented,Leave,POINT (-0.112709152047079 51.5320158851755)
2d067d4b-0ad0-4d82-a6d0-d0b28cde656d,Consultation for 9094 Northport Park,2018-12-16,Post-Application,Road construction,Prior Approval,Completed,Agree WSI,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,12/01/2019,Email,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Approved - with full condition,Admin error,POINT (-0.113582181490157 51.5271907421899)
b8fb8e90-25ef-49a4-bd15-dc9f32c52bd6,Consultation for 878 Di Loreto Park,2019-02-14,Condition Application,Land restoration,Prior Approval,Post-excavation assessment,Agree WSI,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",13/07/2019,Mail,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Approved - with full condition,Leave,POINT (-0.113116684690556 51.5271106888123)
24500c6f-4e2a-4e1b-af5e-9efa78c450ff,Consultation for 22 Forest Run Trail,2018-10-22,Pre-Application,Land restoration,Listed Building Consent,Aborted,Agree WSI,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,01/11/2018,Mail,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Implemented,Further Information Required,POINT (-0.112342072909494 51.5275145249628)
d9b62a30-b826-41a9-9524-1a7d1f211b6e,Consultation for 94355 Amoth Drive,2018-12-26,Condition Application,Mixed Use,Enquiry,Mitigation,Agree WSI,In congue. Etiam justo. Etiam pretium iaculis justo.,03/08/2018,Email,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Approved - with full condition,Leave,POINT (-0.111679453457395 51.5277284390929)
afbccb50-b2ef-4fa6-99ca-e710629c2bc6,Consultation for 3187 Cottonwood Street,2019-03-06,Condition Application,Road construction,Enquiry,Project Initiation,Agree WSI,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,25/08/2018,Mail,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Approved - with watching brief condition,Admin error,POINT (-0.111311910013957 51.5277882186568)
3f80fe90-4eaf-4794-b04a-bf1f5223a5cc,Consultation for 5678 Holy Cross Way,2019-03-29,Condition Application,Building alteration,Prior Approval,Pre-decision assessment/evaluation,Building Engagement,Fusce consequat. Nulla nisl. Nunc nisl.,27/05/2019,Mail,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,Approved - with watching brief condition,Information Unavailable,POINT (-0.109752688778246 51.5285656329342)
a4d62d8c-6d10-4e9b-8f1c-544537e35084,Consultation for 93 Holy Cross Alley,2018-07-25,Condition Application,Road construction,Prior Approval,Pre-decision assessment/evaluation,Building Recording,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",01/05/2019,Email,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Approved - with watching brief condition,IT Failure,POINT (-0.109421517235504 51.5285184851917)
e14e3b23-dc66-4783-a1fa-edae6e105237,Consultation for 22 Walton Lane,2019-04-30,Post-Application,Land restoration,Prior Approval,Completed,Building Engagement,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,22/07/2019,Email,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Approved - with watching brief condition,Leave,POINT (-0.11357954 51.528834835)
a22a0f85-d88c-4025-8182-197c4b18fd12,Consultation for 1757 Dahle Parkway,2018-09-08,Post-Application,Mixed Use,Enquiry,Mitigation,Building Engagement,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,02/07/2019,Mail,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Implemented,Leave,POINT (-0.112983918103323 51.528968668519)
c9aefd06-b129-442c-b70e-8bb357d90f0f,Consultation for 23711 Dawn Park,2018-11-12,Pre-Application,Road construction,Appeal,Completed,Building Engagement,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",20/06/2019,Mail,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",Implemented,Further Information Required,POINT (-0.111819011154326 51.5294655079411)
eefafde1-f908-4276-878a-9b682bf6e0d1,Consultation for 36940 8th Park,2019-03-31,Post-Application,Mixed Use,Listed Building Consent,Mitigation,Agree WSI,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",03/01/2019,Mail,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,No outcome,Leave,POINT (-0.111677868386713 51.5302703400289)
a65c0987-0f81-42a9-95d8-28c1c5f961ee,Consultation for 4688 Jackson Plaza,2018-11-02,Post-Application,Land restoration,Appeal,Completed,Agree WSI,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",27/10/2018,Email,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Implemented,Leave,POINT (-0.111598128916709 51.5305851628744)
99c450fc-e3c8-466e-899a-ab0a851c6363,Consultation for 44 Red Cloud Circle,2018-09-28,Pre-Application,Land restoration,Prior Approval,Pre-decision assessment/evaluation,Building Engagement,Fusce consequat. Nulla nisl. Nunc nisl.,13/09/2018,Mail,Sed ante. Vivamus tortor. Duis mattis egestas metus.,Approved - with full condition,Information Unavailable,POINT (-0.113386352288208 51.5338634171854)
9b75845d-9baa-4ef0-bf28-a879adc34284,Consultation for 16 American Way,2018-07-27,Condition Application,Mixed Use,Listed Building Consent,Pre-decision assessment/evaluation,Agree WSI,Fusce consequat. Nulla nisl. Nunc nisl.,29/01/2019,Telephone,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Approved - with watching brief condition,IT Failure,POINT (-0.113189207551618 51.5335893006816)
635d8c3f-8141-47f0-9b14-c293e41ed566,Consultation for 856 Main Road,2019-01-03,Condition Application,Building alteration,Listed Building Consent,Mitigation,Agree WSI,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,03/07/2019,Mail,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",No outcome,Leave,POINT (-0.114967136405971 51.5287432594977)
9a6c90d4-a81d-4cab-9948-c804f415f538,Consultation for 10 Marcy Way,2018-12-01,Post-Application,Building alteration,Enquiry,Project Initiation,Building Engagement,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,05/04/2019,Email,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Approved - with legal agreement,Leave,POINT (-0.114212044735442 51.52748182269)
0e388934-7d4e-4f54-9557-fa11967ff729,Consultation for 94331 Golden Leaf Crossing,2018-11-14,Pre-Application,Building alteration,Enquiry,Completed,Building Recording,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",08/01/2019,Email,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Approved - with legal agreement,Admin error,POINT (-0.106953824559739 51.5212442314423)
1520afde-41b1-48fc-9639-30ffde7c914f,Consultation for 50 Russell Terrace,2018-10-09,Condition Application,Building alteration,Appeal,Project Initiation,Building Engagement,Fusce consequat. Nulla nisl. Nunc nisl.,04/10/2018,Email,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,Approved - with legal agreement,Further Information Required,POINT (-0.106293884001157 51.5189283863075)
201ebe70-acf4-4b11-b93d-4f1d40ec7a90,Consultation for 03163 Almo Circle,2019-04-07,Post-Application,Land restoration,Enquiry,Pre-decision assessment/evaluation,Building Recording,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",24/02/2019,Telephone,In congue. Etiam justo. Etiam pretium iaculis justo.,Approved - with watching brief condition,Information Unavailable,POINT (-0.114532979489782 51.522592298944)
3e63fc9d-325a-4933-89a4-83804679e957,Consultation for 0954 Ryan Parkway,2018-12-28,Post-Application,Land restoration,Appeal,Completed,Agree WSI,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",04/11/2018,Telephone,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Approved - with full condition,Admin error,POINT (-0.11216731365508 51.5226468736518)
d08c7c77-4ddf-4d6a-8d41-e23ff52fdefd,Consultation for 69951 Roxbury Way,2019-03-22,Pre-Application,Land restoration,Enquiry,Post-excavation assessment,Building Engagement,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",12/11/2018,Telephone,Sed ante. Vivamus tortor. Duis mattis egestas metus.,Approved - with legal agreement,Extended Deadline,POINT (-0.111278115166418 51.5223830124934)
a2085743-bee6-40ec-a2a9-c56f6253dae2,Consultation for 66 Melby Alley,2018-09-04,Post-Application,Building alteration,Listed Building Consent,Completed,Agree WSI,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",24/11/2018,Mail,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,No outcome,Leave,POINT (-0.109496300070007 51.5195863566127)
38c33129-4530-4e93-8ff1-89a505e0463e,Consultation for 600 6th Terrace,2018-09-04,Condition Application,Mixed Use,Prior Approval,Pre-decision assessment/evaluation,Building Recording,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",27/05/2019,Email,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Approved - with full condition,Information Unavailable,POINT (-0.08628722617188 51.5209307825798)
4bce5132-bdef-4895-8562-168a2c7d110a,Consultation for 20983 Pleasure Parkway,2018-10-26,Pre-Application,Land restoration,Appeal,Pre-decision assessment/evaluation,Building Recording,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,14/10/2018,Mail,Sed ante. Vivamus tortor. Duis mattis egestas metus.,Approved - with watching brief condition,Extended Deadline,POINT (-0.086646358629204 51.5209459372922)
87b88170-a7e1-4376-b3de-ad09e4001a92,Consultation for 69537 Kedzie Road,2019-01-31,Condition Application,Land restoration,Appeal,Post-excavation assessment,Building Recording,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,20/09/2018,Mail,Phasellus in felis. Donec semper sapien a libero. Nam dui.,No outcome,IT Failure,POINT (-0.090255247585146 51.5227718886954)
6b9761e0-3311-403e-8c63-c7a79dd34f4c,Consultation for 3045 Forest Run Trail,2018-12-22,Condition Application,Land restoration,Appeal,Completed,Building Engagement,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,26/02/2019,Telephone,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,Implemented,Admin error,POINT (-0.090227045609586 51.5234695393106)
19e3e203-f8cc-433e-8f8c-26beadcce0d3,Consultation for 79 Kensington Lane,2018-08-01,Post-Application,Building alteration,Appeal,Mitigation,Building Engagement,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",13/06/2019,Email,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Approved - with legal agreement,IT Failure,POINT (-0.090001262077448 51.5238164002133)
7627d1cc-e1af-4f73-9359-7ebad0375ea1,Consultation for 2314 Utah Parkway,2018-12-03,Condition Application,Road construction,Listed Building Consent,Completed,Building Engagement,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,17/07/2019,Mail,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,Approved - with full condition,IT Failure,POINT (-0.085418354238495 51.524212360675)
2a90ce91-0716-423a-9f39-f2ca9e616186,Consultation for 21561 Anthes Pass,2019-01-23,Pre-Application,Road construction,Enquiry,Mitigation,Building Recording,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",17/12/2018,Mail,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Implemented,Leave,POINT (-0.088126857981615 51.5250387235275)
f52bfa4c-9373-4103-9c26-ba245a7f12b6,Consultation for 0 Jay Avenue,2018-09-01,Post-Application,Mixed Use,Listed Building Consent,Post-excavation assessment,Agree WSI,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",28/08/2018,Telephone,In congue. Etiam justo. Etiam pretium iaculis justo.,No outcome,Further Information Required,POINT (-0.085745319081904 51.525682771566)
cb5cd1aa-e2be-4ca7-8fa3-21509bd3d459,Consultation for 659 Kenwood Street,2018-11-11,Pre-Application,Land restoration,Appeal,Project Initiation,Agree WSI,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,21/06/2019,Mail,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Approved - with watching brief condition,IT Failure,POINT (-0.08764586320423 51.5256274092668)
471700e7-67c3-4f61-a2cf-dd226e368581,Consultation for 18 Farragut Avenue,2019-01-05,Post-Application,Building alteration,Listed Building Consent,Aborted,Building Engagement,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",20/09/2018,Telephone,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",No outcome,IT Failure,POINT (-0.088303731601482 51.5263120753082)
476cc837-0f8e-4679-9cb1-86f6f99454a7,Consultation for 910 Eagle Crest Point,2019-03-25,Pre-Application,Mixed Use,Prior Approval,Aborted,Agree WSI,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,01/06/2019,Mail,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,Approved - with watching brief condition,Further Information Required,POINT (-0.089189826100169 51.5270124693501)
d6de74cb-2d6f-4ded-878a-1a7ba61430f9,Consultation for 37 Lakewood Gardens Parkway,2018-08-15,Post-Application,Road construction,Enquiry,Post-excavation assessment,Building Engagement,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,11/02/2019,Email,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Implemented,Information Unavailable,POINT (-0.093832565 51.52589329)
6b3071e2-6749-4a94-9916-bbe8831596db,Consultation for 432 Delaware Road,2018-08-12,Post-Application,Land restoration,Enquiry,Aborted,Agree WSI,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",23/08/2018,Mail,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",Implemented,Leave,POINT (-0.0907533 51.527360925)
d95c1aa2-ece0-43c6-bccf-2a3cc0c1e359,Consultation for 4 Carioca Court,2019-03-30,Condition Application,Building alteration,Prior Approval,Project Initiation,Building Recording,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",25/12/2018,Mail,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Approved - with watching brief condition,Extended Deadline,POINT (-0.093559400810541 51.5281257298994)
17753c4c-a139-43f4-9c3e-72a20b091f24,Consultation for 2255 Iowa Lane,2018-12-30,Condition Application,Road construction,Appeal,Completed,Building Recording,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",17/12/2018,Mail,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Implemented,Further Information Required,POINT (-0.095166756507904 51.5260398495598)
35f7f579-fa5a-4553-b093-8279d6e47b00,Consultation for 40 Emmet Parkway,2019-02-22,Pre-Application,Road construction,Appeal,Mitigation,Building Engagement,Phasellus in felis. Donec semper sapien a libero. Nam dui.,27/02/2019,Mail,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Approved - with watching brief condition,Admin error,POINT (-0.092658683439205 51.5233316451407)
4b855810-a4fb-435c-a2d5-ede9f790d8aa,Consultation for 4 Roth Way,2018-09-21,Pre-Application,Building alteration,Listed Building Consent,Dormant,Agree WSI,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",19/03/2019,Mail,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",No outcome,Information Unavailable,POINT (-0.091906669906761 51.5235191001047)
7bfd9b58-7dc3-4f31-8e74-80e25c351601,Consultation for 8590 Longview Way,2019-04-15,Post-Application,Building alteration,Listed Building Consent,Pre-decision assessment/evaluation,Agree WSI,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,10/01/2019,Telephone,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Approved - with legal agreement,Leave,POINT (-0.096156564310153 51.5238303556801)
63ce97fe-b796-4436-951e-f954ce47f5df,Consultation for 514 High Crossing Street,2018-09-10,Pre-Application,Building alteration,Listed Building Consent,Project Initiation,Agree WSI,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,05/06/2019,Mail,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",No outcome,Leave,POINT (-0.095816029649104 51.5239386471915)
9fbcf7fa-f8e5-45d6-b97f-ddbc69133b75,Consultation for 47266 Melvin Street,2018-07-26,Post-Application,Mixed Use,Enquiry,Project Initiation,Building Engagement,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",07/03/2019,Mail,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Implemented,Leave,POINT (-0.095343945818349 51.524901832626)
ab13b1cb-5a99-49eb-99fc-5e60343008fd,Consultation for 4774 Meadow Valley Hill,2019-05-01,Post-Application,Road construction,Prior Approval,Pre-decision assessment/evaluation,Building Recording,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,07/09/2018,Telephone,Fusce consequat. Nulla nisl. Nunc nisl.,Implemented,Further Information Required,POINT (-0.09478626 51.52483656)
34ed6740-cd1d-4254-ac59-ec34cd5f368b,Consultation for 1850 Shasta Park,2018-12-27,Pre-Application,Land restoration,Listed Building Consent,Project Initiation,Agree WSI,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,11/04/2019,Mail,Phasellus in felis. Donec semper sapien a libero. Nam dui.,Implemented,IT Failure,POINT (-0.095005424613644 51.5249980318199)
a44c7356-1baa-4ee1-beeb-cd5d1f9b62ff,Consultation for 36422 Grayhawk Street,2018-08-28,Condition Application,Land restoration,Enquiry,Dormant,Agree WSI,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",23/10/2018,Email,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",No outcome,Extended Deadline,POINT (-0.093263794474011 51.5250119453747)
816a0fd1-0bb5-4d40-a579-d0abf623ee28,Consultation for 1 Sutteridge Center,2018-10-09,Pre-Application,Road construction,Enquiry,Dormant,Building Recording,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,05/03/2019,Mail,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Approved - with watching brief condition,Information Unavailable,POINT (-0.096375520234783 51.5234074567285)
0a51a679-b2fd-4241-b25f-69baf3224e5f,Consultation for 19 Coolidge Court,2019-02-18,Condition Application,Mixed Use,Appeal,Project Initiation,Building Recording,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,12/12/2018,Email,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,Approved - with legal agreement,Further Information Required,POINT (-0.096473872812991 51.5237213061289)
1c0ad9c2-3dce-4a2e-9e52-810ad3e513e5,Consultation for 412 Buhler Drive,2019-04-18,Condition Application,Building alteration,Appeal,Project Initiation,Building Engagement,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,19/11/2018,Mail,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Implemented,IT Failure,POINT (-0.097099599594681 51.5244815670977)
9cf6220c-f9ba-49ee-a116-1cc07edf20c1,Consultation for 2659 Kedzie Drive,2018-09-06,Post-Application,Land restoration,Appeal,Pre-decision assessment/evaluation,Agree WSI,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",20/05/2019,Email,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,Implemented,Information Unavailable,POINT (-0.097199032533374 51.5248461054692)
